frame,class_id,confidence,x1,y1,x2,y2
0,2,0.9220332503318787,850.8257446289062,684.594970703125,895.487548828125,810.2137451171875
0,2,0.8974436521530151,481.3411560058594,496.7083740234375,531.7506103515625,585.98291015625
0,2,0.8796284198760986,1059.3094482421875,492.65716552734375,1097.9615478515625,582.9150390625
0,2,0.8761395812034607,375.8092956542969,550.0213623046875,428.4788818359375,655.215087890625
0,2,0.870598316192627,703.3449096679688,504.9511413574219,746.2348022460938,604.7818603515625
0,2,0.8705405592918396,136.40939331054688,714.077392578125,186.37237548828125,847.9601440429688
0,2,0.8672384023666382,207.6727752685547,456.2159729003906,259.208984375,533.9066772460938
0,2,0.8394166827201843,781.1156616210938,403.2052917480469,807.3389282226562,487.1194152832031
0,2,0.8374765515327454,1297.4769287109375,535.4894409179688,1329.83203125,639.0458374023438
0,2,0.8179439902305603,749.9381713867188,441.55902099609375,782.3038940429688,522.1118774414062
0,2,0.7885220050811768,1497.471435546875,602.007568359375,1538.7774658203125,700.4411010742188
0,2,0.7548527717590332,789.3228149414062,604.8717041015625,848.9448852539062,717.508544921875
0,2,0.7203559279441833,1649.5455322265625,671.5391845703125,1689.873779296875,794.6973876953125
0,2,0.7070026397705078,1234.928955078125,579.4706420898438,1278.57861328125,690.7796630859375
0,2,0.7037562131881714,442.3146057128906,436.8794860839844,482.8924255371094,500.6629943847656
0,2,0.6609273552894592,935.5252075195312,527.7332763671875,964.7389526367188,629.4913330078125
0,2,0.6150876879692078,479.8648986816406,486.418212890625,521.407958984375,587.6735229492188
0,3,0.5992969870567322,916.9473266601562,439.58819580078125,949.0285034179688,524.143798828125
0,2,0.5929230451583862,767.8427734375,434.2196960449219,797.5825805664062,501.0923767089844
0,2,0.5830911993980408,1500.739013671875,597.19921875,1540.94287109375,666.9596557617188
0,2,0.5747281312942505,472.4058837890625,416.3525390625,496.87664794921875,499.92938232421875
0,2,0.5703515410423279,916.5679321289062,439.4158630371094,949.8982543945312,528.682861328125
0,2,0.424567312002182,1734.16845703125,485.79376220703125,1767.3779296875,587.7908325195312
1,2,0.9235965609550476,849.3546752929688,684.8570556640625,893.8504028320312,807.8878784179688
1,2,0.9062284827232361,375.32110595703125,550.163818359375,429.0710754394531,654.6025390625
1,2,0.8957359194755554,473.6683349609375,495.9751281738281,525.653076171875,581.4031372070312
1,2,0.8924224972724915,704.0550537109375,506.0854797363281,747.8456420898438,604.0556640625
1,2,0.8866217136383057,210.54066467285156,454.50439453125,261.4120178222656,534.69384765625
1,2,0.8784734606742859,135.04296875,713.4547729492188,187.29812622070312,847.780029296875
1,2,0.8503015041351318,1297.5574951171875,535.3673095703125,1331.596435546875,641.4725341796875
1,2,0.846653401851654,1060.29833984375,492.0278625488281,1098.5350341796875,581.9093017578125
1,2,0.8436385989189148,435.5352478027344,438.2840270996094,481.40948486328125,502.4302673339844
1,2,0.840582549571991,780.7824096679688,402.03570556640625,809.0912475585938,486.4464111328125
1,2,0.836665153503418,753.8765258789062,443.76837158203125,783.4096069335938,520.0025024414062
1,2,0.8320625424385071,1236.034423828125,577.2206420898438,1272.82421875,687.763427734375
1,2,0.7199423909187317,1647.5438232421875,669.85400390625,1690.3846435546875,794.0260620117188
1,2,0.7169570326805115,786.5657958984375,603.82568359375,850.273681640625,716.3414306640625
1,2,0.6699857711791992,474.9430236816406,418.3270568847656,501.3499450683594,499.0243835449219
1,2,0.6551351547241211,761.423828125,439.8965148925781,789.8304443359375,513.3129272460938
1,2,0.610251247882843,1495.5428466796875,601.6781616210938,1534.3316650390625,699.793212890625
1,2,0.5927714705467224,934.1268920898438,527.8114624023438,965.4287719726562,629.0984497070312
1,2,0.562740683555603,1502.0736083984375,590.9712524414062,1539.251708984375,655.5736083984375
1,2,0.5442997813224792,917.8196411132812,439.5284729003906,950.0180053710938,527.1260986328125
2,2,0.9784401655197144,216.29205322265625,453.67071533203125,266.5300598144531,538.2053833007812
2,2,0.919152021408081,706.0772705078125,507.2426452636719,747.8877563476562,604.1544189453125
2,2,0.9152655005455017,469.38421630859375,495.7693176269531,521.4305419921875,577.2603759765625
2,2,0.9043816924095154,375.11126708984375,550.0512084960938,429.3402404785156,654.3132934570312
2,2,0.8999017477035522,848.7643432617188,684.9906005859375,893.5484619140625,808.0812377929688
2,2,0.8892584443092346,783.9578247070312,402.1754150390625,809.0220336914062,489.36199951171875
2,2,0.8846129179000854,135.82090759277344,712.8721313476562,187.5757598876953,847.2869262695312
2,2,0.8837717175483704,754.8193969726562,443.9052429199219,784.5855712890625,522.0692749023438
2,2,0.8680828809738159,1298.8111572265625,536.3155517578125,1332.2904052734375,641.9490966796875
2,2,0.8658706545829773,1234.5501708984375,578.2793579101562,1268.892333984375,689.0317993164062
2,2,0.8543691635131836,429.2490234375,436.8781433105469,483.47735595703125,505.98004150390625
2,2,0.8452740907669067,1060.036865234375,492.5483093261719,1099.4283447265625,582.8346557617188
2,2,0.7882390022277832,1494.5223388671875,600.7996215820312,1524.8446044921875,702.6533203125
2,2,0.7726553678512573,1647.3453369140625,670.3987426757812,1691.2496337890625,793.8114624023438
2,2,0.7711870670318604,477.24993896484375,419.8307189941406,509.0159912109375,495.56195068359375
2,2,0.7154058814048767,932.3018188476562,528.3094482421875,964.9989624023438,630.1087646484375
2,2,0.702456533908844,787.821533203125,601.6241455078125,851.020751953125,715.5953979492188
2,2,0.5647374391555786,918.3981323242188,439.5384826660156,950.8660278320312,528.8870849609375
2,2,0.47189757227897644,1513.1441650390625,576.45751953125,1545.52490234375,651.4833374023438
2,3,0.44011759757995605,505.9232482910156,362.7507019042969,539.03125,441.2057189941406
3,2,0.9716529250144958,219.09947204589844,453.84832763671875,270.7053527832031,538.7396850585938
3,2,0.9197226166725159,707.4708862304688,507.6211853027344,748.7164306640625,603.5402221679688
3,2,0.9064189195632935,375.5911560058594,550.4000854492188,429.99774169921875,653.714599609375
3,2,0.9035496115684509,784.4741821289062,402.1248779296875,810.0606079101562,486.48779296875
3,2,0.8981978893280029,845.101318359375,685.4026489257812,892.3271484375,808.0494384765625
3,2,0.8908274173736572,755.4130249023438,444.0377197265625,786.50048828125,521.023681640625
3,2,0.881756603717804,135.00706481933594,712.2898559570312,186.8275909423828,846.9478149414062
3,2,0.8714303374290466,1300.6226806640625,536.0590209960938,1333.2586669921875,642.1342163085938
3,2,0.8357938528060913,1062.1043701171875,491.47320556640625,1100.51220703125,582.7818603515625
3,2,0.8214601278305054,464.8017272949219,491.5337219238281,515.8919067382812,573.46533203125
3,2,0.8145166635513306,1490.3138427734375,601.3192749023438,1524.08935546875,702.6800537109375
3,2,0.8020726442337036,1644.5679931640625,671.24755859375,1691.9154052734375,793.5214233398438
3,2,0.7981175184249878,428.4808044433594,435.4397277832031,479.0737609863281,508.9285583496094
3,2,0.7829553484916687,1232.8616943359375,577.9171752929688,1265.214111328125,690.3001708984375
3,2,0.7786126136779785,800.7857666015625,599.5992431640625,852.3775634765625,715.4522705078125
3,2,0.7412233948707581,481.4608154296875,419.108642578125,511.5555725097656,494.16119384765625
3,2,0.6190109848976135,930.2543334960938,526.7859497070312,964.3903198242188,629.8095092773438
3,2,0.589564323425293,1516.2154541015625,567.3129272460938,1546.520263671875,650.9151000976562
3,2,0.5663366913795471,918.4561767578125,439.8359069824219,950.9257202148438,528.5314331054688
3,2,0.5305471420288086,430.9373474121094,438.1695556640625,495.6728210449219,522.104736328125
4,2,0.9256402254104614,222.82058715820312,453.9986572265625,274.694091796875,539.4581909179688
4,2,0.921800434589386,374.0182189941406,549.5821533203125,430.08154296875,653.3252563476562
4,2,0.9201830625534058,785.827880859375,403.0577087402344,810.4442138671875,486.7171325683594
4,2,0.916174590587616,756.1838989257812,444.18218994140625,786.8172607421875,519.7322387695312
4,2,0.9147780537605286,846.0208740234375,685.32958984375,890.697509765625,806.4344482421875
4,2,0.8992552161216736,463.0743713378906,491.07330322265625,513.1620483398438,571.2930908203125
4,2,0.8969944715499878,706.915283203125,505.95025634765625,747.7033081054688,602.0537719726562
4,2,0.8813446164131165,1484.63232421875,600.533935546875,1526.0870361328125,702.1854858398438
4,2,0.8641842603683472,135.6782684326172,710.5519409179688,188.2470245361328,843.5084838867188
4,2,0.8502183556556702,1301.8956298828125,535.322021484375,1335.127197265625,642.140625
4,2,0.8468713760375977,1062.699462890625,491.0042724609375,1100.337158203125,582.2077026367188
4,2,0.8465736508369446,423.9066467285156,437.4876708984375,474.0352478027344,509.760498046875
4,2,0.8427536487579346,1644.216796875,671.0447998046875,1691.946533203125,791.8129272460938
4,2,0.8304779529571533,1230.579345703125,577.1774291992188,1261.8548583984375,690.3895263671875
4,2,0.7654805779457092,1518.350830078125,560.5783081054688,1547.8406982421875,648.4747924804688
4,2,0.7427520751953125,804.3307495117188,598.2474975585938,854.4104614257812,715.7068481445312
4,2,0.6539437174797058,927.1611328125,526.2063598632812,963.2354736328125,629.1306762695312
4,2,0.5680540204048157,918.7977905273438,440.4635009765625,950.091064453125,526.93505859375
4,2,0.4878177046775818,482.4703674316406,419.3947448730469,516.958984375,499.2154541015625
4,2,0.4325942397117615,1735.33154296875,483.81243896484375,1765.579833984375,586.9132690429688
4,2,0.4055436849594116,828.8783569335938,644.9247436523438,856.4148559570312,718.4512329101562
5,2,0.9207890033721924,786.038818359375,403.4287109375,810.650390625,487.6542053222656
5,2,0.9173882007598877,847.0624389648438,684.6057739257812,889.0472412109375,804.8890380859375
5,2,0.9142318964004517,371.29058837890625,548.4957275390625,430.7118835449219,652.951904296875
5,2,0.9087520837783813,708.6194458007812,503.71502685546875,749.0084838867188,602.05419921875
5,2,0.9068140983581543,756.3319702148438,443.5106506347656,787.339599609375,520.939697265625
5,2,0.8817124962806702,1477.0657958984375,597.3009033203125,1527.3450927734375,700.8602294921875
5,2,0.8687513470649719,1643.6143798828125,670.6448364257812,1692.0787353515625,791.4768676757812
5,2,0.8639588952064514,445.20556640625,489.943359375,513.9635009765625,568.3363037109375
5,2,0.8615530133247375,1062.4859619140625,490.3413391113281,1101.50732421875,581.5474243164062
5,2,0.8588296175003052,1300.786865234375,535.1615600585938,1338.23046875,640.1207885742188
5,2,0.8286522030830383,1228.1514892578125,576.83447265625,1260.6439208984375,688.8333129882812
5,2,0.8228628635406494,136.83787536621094,708.8833618164062,191.59767150878906,841.6397705078125
5,2,0.8081610202789307,1518.734619140625,561.3473510742188,1547.605224609375,647.48291015625
5,2,0.7979968786239624,421.0908508300781,438.7899169921875,471.3443298339844,507.8807373046875
5,2,0.7532438635826111,233.6947784423828,452.4939270019531,274.0406494140625,540.6154174804688
5,2,0.7504530549049377,803.7889404296875,597.1406860351562,853.5007934570312,715.1566772460938
5,2,0.7350373864173889,491.3760681152344,417.7437744140625,522.4384155273438,495.8177490234375
5,2,0.7300773859024048,925.776123046875,526.7875366210938,962.6953125,627.902587890625
5,2,0.5901498794555664,919.0037841796875,440.6045837402344,950.0665283203125,526.0536499023438
5,2,0.43513748049736023,836.537841796875,662.3243408203125,860.2818603515625,718.4998168945312
5,3,0.43346258997917175,128.42030334472656,331.9024963378906,171.99508666992188,386.84759521484375
5,2,0.41203242540359497,1735.411865234375,483.8279113769531,1764.855224609375,586.0477905273438
5,2,0.4009942412376404,1519.6435546875,542.6737060546875,1545.8448486328125,635.395751953125
6,2,0.9538834095001221,786.4649047851562,404.7331237792969,811.6334838867188,486.9273376464844
6,2,0.9207826256752014,372.017822265625,549.8682861328125,430.8137512207031,651.5506591796875
6,2,0.919973611831665,844.9791870117188,683.70703125,888.1051025390625,803.2728881835938
6,2,0.9162346124649048,707.0590209960938,502.0330810546875,749.820556640625,601.229736328125
6,2,0.9160829186439514,756.3585205078125,442.9177551269531,789.0391845703125,518.97216796875
6,2,0.8878506422042847,1301.7008056640625,534.2535400390625,1340.5224609375,640.147705078125
6,2,0.8711128830909729,1062.120849609375,489.92706298828125,1101.85546875,581.0557250976562
6,2,0.85666424036026,441.6710205078125,489.12432861328125,510.61444091796875,566.1769409179688
6,2,0.8410704731941223,427.6322326660156,461.2592468261719,511.6997985839844,565.1424560546875
6,2,0.8348384499549866,1642.31103515625,669.8914184570312,1692.223388671875,790.54931640625
6,2,0.8231183886528015,1517.101318359375,554.2783813476562,1547.2159423828125,648.4880981445312
6,2,0.8213404417037964,1219.1279296875,576.3213500976562,1259.8282470703125,687.4033203125
6,2,0.8186208605766296,138.48129272460938,708.1089477539062,191.44161987304688,840.1349487304688
6,2,0.808659017086029,1470.4317626953125,597.8800659179688,1526.9208984375,699.3649291992188
6,2,0.7728762626647949,805.982177734375,598.6317138671875,853.678955078125,710.278076171875
6,2,0.7419461011886597,239.25357055664062,452.8111267089844,276.964599609375,538.1045532226562
6,2,0.7375698685646057,925.499267578125,527.5704956054688,962.6691284179688,627.17138671875
6,2,0.69431072473526,425.3789978027344,439.174072265625,468.8907165527344,510.41473388671875
6,2,0.6266486048698425,493.5252990722656,418.30206298828125,530.1538696289062,493.85833740234375
6,2,0.6239308714866638,918.67626953125,440.64788818359375,949.5798950195312,525.2620239257812
6,2,0.5205812454223633,424.6513366699219,439.4480895996094,515.1572265625,548.991455078125
6,2,0.505537211894989,1505.0816650390625,588.5991821289062,1532.4598388671875,692.0806884765625
6,2,0.504183828830719,839.3325805664062,675.1862182617188,868.2198486328125,719.6441040039062
6,3,0.40173566341400146,129.3053436279297,332.35455322265625,174.7110595703125,385.09130859375
7,2,0.9503836631774902,785.2095336914062,404.4024353027344,812.2747192382812,486.2974548339844
7,2,0.9412190318107605,371.9316101074219,549.3214111328125,431.6023864746094,650.6836547851562
7,2,0.9027199149131775,841.5748901367188,682.6167602539062,887.0088500976562,802.6402587890625
7,2,0.9023854732513428,757.0512084960938,441.44146728515625,790.5510864257812,520.3597412109375
7,2,0.8838313817977905,706.957763671875,501.4212341308594,750.1571044921875,601.2678833007812
7,2,0.8812060952186584,1471.4920654296875,598.7426147460938,1523.8726806640625,698.1415405273438
7,2,0.878703236579895,1302.3330078125,532.74658203125,1341.7757568359375,639.8619995117188
7,2,0.8772359490394592,1515.518310546875,557.9401245117188,1546.281494140625,647.4984130859375
7,2,0.876827597618103,1060.9383544921875,489.1233215332031,1101.622314453125,579.933349609375
7,2,0.8579000234603882,251.51170349121094,454.7734680175781,280.8069152832031,538.2544555664062
7,2,0.8433887958526611,1217.4111328125,575.291015625,1258.39453125,685.4848022460938
7,2,0.8430519700050354,431.20440673828125,487.72796630859375,505.4256591796875,562.9205932617188
7,2,0.8190109133720398,1641.09130859375,669.77294921875,1691.4903564453125,789.2406005859375
7,2,0.7881789207458496,139.16104125976562,705.829345703125,192.51239013671875,837.7529907226562
7,2,0.7339594960212708,808.0684204101562,598.2499389648438,853.493408203125,708.15625
7,2,0.7037913799285889,925.6578369140625,527.5616455078125,962.600830078125,626.5151977539062
7,2,0.5636880993843079,426.8268127441406,437.9964294433594,466.2268981933594,504.7969665527344
7,2,0.5581815838813782,918.8759765625,441.2406311035156,949.1773681640625,526.3104248046875
7,2,0.5499172806739807,1510.09765625,585.7684936523438,1534.1588134765625,668.51513671875
7,2,0.510417103767395,838.1328735351562,675.4235229492188,872.4746704101562,723.4462280273438
7,2,0.5022257566452026,499.82330322265625,416.1991882324219,535.4395751953125,494.1144104003906
8,2,0.9547064304351807,369.7937927246094,547.8411865234375,431.8167419433594,650.4320678710938
8,2,0.9270490407943726,784.4989013671875,403.8857421875,812.4810791015625,484.783935546875
8,2,0.9101255536079407,839.9544677734375,682.3262329101562,885.7777099609375,804.2656860351562
8,2,0.8966236114501953,1474.3712158203125,597.64794921875,1520.8668212890625,697.1817016601562
8,2,0.8847030401229858,705.78271484375,499.83929443359375,750.1458740234375,600.0642700195312
8,2,0.8798956871032715,757.2931518554688,441.3025817871094,791.14697265625,516.0557250976562
8,2,0.879654586315155,1211.052978515625,573.7973022460938,1255.7061767578125,683.6843872070312
8,2,0.8780851364135742,252.5244140625,455.0751647949219,286.2748718261719,538.1009521484375
8,2,0.8613458275794983,1060.2579345703125,488.8197326660156,1101.1351318359375,578.6294555664062
8,2,0.8597831726074219,423.6752014160156,483.00677490234375,496.0472717285156,562.1013793945312
8,2,0.8536880016326904,1302.443115234375,532.257080078125,1341.31640625,639.2285766601562
8,2,0.8155608773231506,1513.633056640625,559.4685668945312,1544.0384521484375,645.2809448242188
8,2,0.8109434843063354,1642.2276611328125,668.3778686523438,1690.2847900390625,787.2162475585938
8,2,0.7967548370361328,135.2349395751953,705.23291015625,192.7876434326172,832.4952392578125
8,2,0.7517777681350708,805.39599609375,598.4313354492188,853.7757568359375,706.7376098632812
8,2,0.6611540913581848,925.6181030273438,526.140625,961.8876342773438,626.0208129882812
8,2,0.6227896809577942,504.6145324707031,412.0439758300781,539.30029296875,497.1268615722656
8,2,0.619645357131958,427.76287841796875,437.3169250488281,469.2635498046875,499.2263488769531
